+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 1.6      | 1.85                         | 6   | 3186,3361,3536,3188,3363,3538       | 15.63    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 2891.03  | 3337.63                      | 6   | 34756,34945,35134,34758,34947,35136 | 15.45    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 1446.89  | 1670.16                      | 6   | 8548,8723,8898,8550,8725,8900       | 15.43    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 36.98    | 42.65                        | 6   | 13210,13385,13560,13212,13387,13562 | 15.33    |
| 23  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 1.25     | 1.44                         | 6   | 49932,50121,50310,49934,50123,50312 | 15.2     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 2238.57  | 2578.83                      | 6   | 35883,36072,36261,35885,36074,36263 | 15.2     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 1.93     | 2.22                         | 6   | 8443,8618,8793,8445,8620,8795       | 15.03    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 1.07     | 1.23                         | 4   | 53894,54083,53896,54085             | 14.95    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5165.83  | 5923.75                      | 6   | 35911,36100,36289,35913,36102,36291 | 14.67    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 8.07     | 9.25                         | 6   | 30437,30640,30843,30439,30642,30845 | 14.62    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 6.02     | 6.9                          | 6   | 34091,34294,34497,34093,34296,34499 | 14.62    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 3.37     | 3.86                         | 6   | 32859,33062,33265,32861,33064,33267 | 14.54    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 17.56    | 20.06                        | 6   | 2178,2353,2528,2180,2355,2530       | 14.24    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1012144    | 3014.53  | 3438.24                      | 6   | 43261,43450,43639,43263,43452,43641 | 14.06    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.85     | 2.11                         | 6   | 25509,25712,25915,25511,25714,25917 | 14.05    |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.8      | 2.05                         | 6   | 46537,46726,46915,46539,46728,46917 | 13.89    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 16.05    | 18.26                        | 6   | 32887,33090,33293,32889,33092,33295 | 13.77    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2262144    | 6519.86  | 7417.38                      | 6   | 42162,42351,42540,42164,42353,42542 | 13.77    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 1701.58  | 1934.84                      | 6   | 8555,8730,8905,8557,8732,8907       | 13.71    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 1.98     | 2.25                         | 6   | 52809,52998,53187,52811,53000,53189 | 13.64    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 430.68   | 489.09                       | 6   | 43233,43422,43611,43235,43424,43613 | 13.56    |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.19     | 1.35                         | 6   | 52788,52977,53166,52790,52979,53168 | 13.45    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 512144     | 1495.69  | 1695.86                      | 6   | 42113,42302,42491,42115,42304,42493 | 13.38    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 1487.72  | 1686.66                      | 6   | 9598,9773,9948,9600,9775,9950       | 13.37    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 4266.01  | 4836.26                      | 6   | 34770,34959,35148,34772,34961,35150 | 13.37    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 1.58     | 1.79                         | 6   | 25502,25705,25908,25504,25707,25910 | 13.29    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 1.43     | 1.62                         | 6   | 10522,10697,10872,10524,10699,10874 | 13.29    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 5.1      | 5.77                         | 6   | 30430,30633,30836,30432,30635,30838 | 13.14    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.84     | 2.08                         | 6   | 43702,43891,44080,43704,43893,44082 | 13.04    |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.31     | 1.48                         | 6   | 52200,52389,52578,52202,52391,52580 | 12.98    |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1          | 0.85     | 0.96                         | 6   | 45382,45571,45760,45384,45573,45762 | 12.94    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.42     | 3.86                         | 6   | 2157,2332,2507,2159,2334,2509       | 12.87    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 1.79     | 2.02                         | 6   | 33419,33622,33825,33421,33624,33827 | 12.85    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 1487.65  | 1678.39                      | 6   | 34742,34931,35120,34744,34933,35122 | 12.82    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 203.49   | 229.54                       | 6   | 34721,34910,35099,34723,34912,35101 | 12.8     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1012144    | 2980.53  | 3360.96                      | 6   | 42127,42316,42505,42129,42318,42507 | 12.76    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 19.67    | 22.18                        | 6   | 13203,13378,13553,13205,13380,13555 | 12.76    |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 3.79     | 4.27                         | 6   | 28596,28799,29002,28598,28801,29004 | 12.66    |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 2.37     | 2.67                         | 6   | 30395,30598,30801,30397,30600,30803 | 12.66    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.35     | 1.52                         | 6   | 14197,14372,14547,14199,14374,14549 | 12.59    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 133.68   | 150.32                       | 6   | 10599,10774,10949,10601,10776,10951 | 12.45    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 3.41     | 3.83                         | 6   | 43135,43324,43513,43137,43326,43515 | 12.32    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 2210.52  | 2481.78                      | 6   | 34749,34938,35127,34751,34940,35129 | 12.27    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 2163.11  | 2427.62                      | 6   | 9619,9794,9969,9621,9796,9971       | 12.23    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 18.84    | 21.13                        | 6   | 10578,10753,10928,10580,10755,10930 | 12.15    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 16.3     | 18.28                        | 6   | 24970,25173,25376,24972,25175,25378 | 12.15    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 107.31   | 120.05                       | 6   | 34714,34903,35092,34716,34905,35094 | 11.87    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 3.21     | 3.59                         | 6   | 8457,8632,8807,8459,8634,8809       | 11.84    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 5.18     | 5.79                         | 6   | 25551,25754,25957,25553,25756,25959 | 11.78    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 1983.17  | 2215.91                      | 6   | 17970,18138,18306,17972,18140,18308 | 11.74    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 3.59     | 4.01                         | 6   | 42568,42757,42946,42570,42759,42948 | 11.7     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 23.13    | 25.83                        | 6   | 52851,53040,53229,52853,53042,53231 | 11.67    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2012144    | 5919.37  | 6608.26                      | 6   | 42155,42344,42533,42157,42346,42535 | 11.64    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 509.0    | 567.91                       | 6   | 16395,16570,16745,16397,16572,16747 | 11.57    |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 1.04     | 1.16                         | 6   | 34007,34210,34413,34009,34212,34415 | 11.54    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1262144    | 3647.52  | 4063.3                       | 6   | 42134,42323,42512,42136,42325,42514 | 11.4     |
